index,transliteration,word
G1331,dierotao,διερωτάω
G1332,dietes,διετής
G1333,dietia,διετία
G1334,diegeomai,διηγέομαι
G1335,diegesis,διήγησις
G1336,dienekes,διηνεκές
G1337,dithalassos,διθάλασσος
G1338,diikneomai,διϊκνέομαι
G1339,diistemi,διΐστημι
G1340,diischurizomai,διϊσχυρίζομαι
G1341,dikaiokrisia,δικαιοκρισία
G1342,dikaios,δίκαιος
G1343,dikaiosune,δικαιοσύνη
G1344,dikaioo,δικαιόω
G1345,dikaioma,δικαίωμα
G1346,dikaios,δικαίως
G1347,dikaiosis,δικαίωσις
G1348,dikastes,δικαστής
G1349,dike,δίκη
G1350,diktuon,δίκτυον
G1351,dilogos,δίλογος
G1352,dio,διό
G1353,diodeuo,διοδεύω
G1354,Dionusios,Διονύσιος
G1355,dioper,διόπερ
G1356,diopetes,διοπετής
G1356a,diorthoma,διόρθωμα
G1357,diorthosis,διόρθωσις
G1358,diorusso,διορύσσω
G1359,Dioskouroi,Διόσκουροι
G1360,dioti,διότι
G1361,Diotrephes,Διοτρεφής
G1362,diplous,διπλοῦς
G1363,diploo,διπλόω
G1364,dis,δίς
G1364a,dismurias,δισμυριάς
G1365,distazo,διστάζω
G1366,distomos,δίστομος
G1367,dischilioi,δισχίλιοι
G1368,diulizo,διυλίζω
G1369,dichazo,διχάζω
G1370,dichostasia,διχοστασία
G1371,dichotomeo,διχοτομέω
G1372,dipsao,διψάω
G1373,dipsos,δίψος
G1374,dipsuchos,δίψυχος
G1375,diogmos,διωγμός
G1376,dioktes,διώκτης
G1377,dioko,διώκω
G1378,dogma,δόγμα
G1379,dogmatizo,δογματίζω
G1380,dokeo,δοκέω
G1381,dokimazo,δοκιμάζω
G1381a,dokimasia,δοκιμασία
G1382,dokime,δοκιμή
G1383,dokimion,δοκίμιον
G1384,dokimos,δόκιμος
G1385,dokos,δοκός
G1386,dolios,δόλιος
G1387,dolioo,δολιόω
G1388,dolos,δόλος
G1389,doloo,δολόω
G1390,doma,δόμα
G1391,doxa,δόξα
G1392,doxazo,δοξάζω
G1393,Dorkas,Δορκάς
G1394,dosis,δόσις
G1395,dotes,δότης
G1396,doulagogeo,δουλαγωγέω
G1397,douleia,δουλεία
G1398,douleuo,δουλεύω
G1399,doule,δούλη
G1401,doulos,δοῦλος
G1402,douloo,δουλόω
G1402a,deos,δέος
G1403,doche,δοχή
G1404,drakon,δράκων
G1405,drassomai,δράσσομαι
G1406,drachme,δραχμή
G1407,drepanon,δρέπανον
G1408,dromos,δρόμος
G1409,Drousilla,Δρούσιλλα
G1410,dunamai,δύναμαι
G1411,dunamis,δύναμις
G1412,dunamoo,δυναμόω
G1413,dunastes,δυνάστης
G1414,dunateo,δυνατέω
G1415,dunatos,δυνατός
G1416,"duno, dumi","δύνω, δῦμι"
G1417,duo,δύο
G1419,dusbastaktos,δυσβάστακτος
G1420,"dusenterion, dusenteria","δυσεντέριον, δυσεντερία"
G1421,dusermeneutos,δυσερμήνευτος
G1422,duskolos,δύσκολος
G1423,duskolos,δυσκόλως
G1424,dusme,δυσμή
G1425,dusnoetos,δυσνόητος
G1425a,dusphemeo,δυσφημέω
G1426,dusphemia,δυσφημία
G1427,dodeka,δώδεκα
G1428,dodekatos,δωδέκατος
G1429,dodekaphulon,δωδεκάφυλον
G1430,doma,δῶμα
G1431,dorea,δωρεά
G1432,dorean,δωρεάν
G1433,doreomai,δωρέομαι
G1434,dorema,δώρημα
G1435,doron,δῶρον
G1436,ea,ἔα
G1437,ean,ἐάν
G1437a,eanper,ἐάνπερ
G1438,heautou,ἑαυτοῦ
G1439,eao,ἐάω
G1440,hebdomekonta,ἑβδομήκοντα
G1441,hebdomekontakis,ἑβδομηκοντακίς
G1442,hebdomos,ἕβδομος
G1443,Eber,Ἐβέρ
G1445,Hebraios,Ἑβραῖος
G1446,Hebrais,Ἑβραΐς
G1447,Hebraisti,Ἑβραϊστί
G1448,eggizo,ἐγγίζω
G1449,eggrapho,ἐγγράφω
G1450,egguos,ἔγγυος
G1451,eggus,ἐγγύς
G1452,egguteron,ἐγγύτερον
G1453,egeiro,ἐγείρω
G1454,egersis,ἔγερσις
G1455,egkathetos,ἐγκάθετος
G1456,egkainia,ἐγκαίνια
G1457,egkainizo,ἐγκαινίζω
G1457a,egkakeo,ἐγκακέω
G1458,egkaleo,ἐγκαλέω
G1459,egkataleipo,ἐγκαταλείπω
G1460,egkatoikeo,ἐγκατοικέω
G1460a,egkauchaomai,ἐγκαυχάομαι
G1461,egkentrizo,ἐγκεντρίζω
G1462,egklema,ἔγκλημα
G1463,egkomboomai,ἐγκομβόομαι
G1464,egkope,ἐγκοπή
G1465,egkopto,ἐγκόπτω
G1466,egkrateia,ἐγκράτεια
G1467,egkrateuomai,ἐγκρατεύομαι
G1468,egkrates,ἐγκρατής
G1469,egkrino,ἐγκρίνω
G1470,egkrupto,ἐγκρύπτω
G1471,egkuos,ἔγκυος
G1472,egchrio,ἐγχρίω
G1473,ego,ἐγώ
G1474,edaphizo,ἐδαφίζω
G1475,edaphos,ἔδαφος
G1476,hedraios,ἑδραῖος
G1477,hedraioma,ἑδραίωμα
G1478,Ezekias,Ἐζεκίας
G1479,"ethelothreskia, ethelothreskeia","ἐθελοθρησκία, ἐθελοθρησκεία"
G1480,ethizo,ἐθίζω
G1481,ethnarches,ἐθνάρχης
G1482,ethnikos,ἐθνικός
G1483,ethnikos,ἐθνικῶς
G1484,ethnos,ἔθνος
G1485,ethos,ἔθος
G1486,etho,ἔθω
G1487,ei,εἰ
G1489,ei ge,εἴ γε
G1489a,eidea,εἰδέα
G1490,ei de me (ge),εἰ δὲ μή (γε)
G1491,eidos,εὶδος
G1493,eidoleion,εἰδωλεῖον
G1494,eidolothutos,εἰδωλόθυτος
G1495,eidololatreia,εἰδωλολατρεία
G1496,eidololatres,εἰδωλολάτρης
G1497,eidolon,εἴδωλον
G1499,ei kai,εἰ καί
G1500,eike,εἰκῆ
G1501,eikosi,εἴκοσι
G1502,eiko,εἲκω
G1503,eiko,εἲκω
G1504,eikon,εἰκών
G1505,eilikrineia,εἰλικρίνεια
G1506,eilikrines,εἰλικρινής
G1508,ei me,εἰ μὴ
G1509,ei meti,εἰ μήτι
G1510,eimi,εἰμί
G1512,eiper,εἴπερ
G1513,ei pos,εἴ πως
G1514,eireneuo,εἰρηνεύω
G1515,eirene,εἰρήνη
G1516,eirenikos,εἰρηνικός
G1517,eirenopoieo,εἰρηνοποιέω
G1518,eirenopoios,εἰρηνοποιός
G1519,eis,εἰς
G1520,"heis, mia, en","εἷς, μία, ἔν"
G1521,eisago,εἰσάγω
G1522,eisakouo,εἰσακούω
G1523,eisdechomai,εἰσδέχομαι
G1524,eiseimi,εἴσειμι
G1525,eiserchomai,εἰσέρχομαι
G1526,eisin,εἰσίν
G1527,heis kath’ heis,εἷς καθ̓ εἷς
G1528,eiskaleo,εἰσκαλέω
G1529,eisodos,εἴσοδος
G1530,eispedao,εἰσπηδάω
G1531,eisporeuomai,εἰσπορεύομαι
G1532,eistrecho,εἰστρέχω
G1533,eisphero,εἰσφέρω
G1534,eita,εὶτα
G1535,eite,εἴτε
G1536,ei tis,εἴ τις
G1537,"ek, ex","ἐκ, ἐξ"
G1538,hekastos,ἕκαστος
G1539,hekastote,ἑκάστοτε
G1540,hekaton,ἑκατόν
G1541,hekatontaetes,ἑκατονταέτης
G1542,hekatontaplasion,ἑκατονταπλασίων
G1543,"hekatontarches, hekatontarchos","ἑκατοντάρχης, ἑκατόνταρχος"
G1543a,ekbaino,ἐκβαίνω
G1544,ekballo,ἐκβάλλω
G1545,ekbasis,ἔκβασις
G1546,ekbole,ἐκβολή
G1547,ekgamizo,ἐκγαμίζω
G1549,ekgonon,ἔκγονον
G1550,ekdapanao,ἐκδαπανάω
G1551,ekdechomai,ἐκδέχομαι
G1552,ekdelos,ἔκδηλος
G1553,ekdemeo,ἐκδημέω
G1554,ekdidomi,ἐκδίδωμι
G1555,ekdiegeomai,ἐκδιηγέομαι
G1556,ekdikeo,ἐκδικέω
G1557,ekdikesis,ἐκδίκησις
G1558,ekdikos,ἔκδικος
G1559,ekdioko,ἐκδιώκω
G1560,ekdotos,ἔκδοτος
G1561,ekdoche,ἐκδοχή
G1562,ekduo,ἐκδύω
G1563,ekei,ἐκεῖ
G1564,ekeithen,ἐκεῖθεν
G1565,ekeinos,ἐκεῖνος
G1566,ekeise,ἐκεῖσε
G1567,ekzeteo,ἐκζητέω
G1567a,ekzetesis,ἐκζήτησις
G1568,ekthambeo,ἐκθαμβέω
G1569,ekthambos,ἔκθαμβος
G1569a,ekthaumazo,ἐκθαυμάζω
G1570,ekthetos,ἔκθετος
G1571,ekkathairo,ἐκκαθαίρω
G1572,ekkaio,ἐκκαίω
G1574,ekkenteo,ἐκκεντέω
G1575,ekklao,ἐκκλάω
G1576,ekkleio,ἐκκλείω
G1577,ekklesia,ἐκκλησία
G1578,ekklino,ἐκκλίνω
G1579,ekkolumbao,ἐκκολυμβάω
G1580,ekkomizo,ἐκκομίζω
G1581,ekkopto,ἐκκόπτω
G1582,ekkremamai,ἐκκρέμαμαι
G1583,eklaleo,ἐκλαλέω
G1584,eklampo,ἐκλάμπω
G1585,eklanthanomai,ἐκλανθάνομαι
G1586,eklegomai,ἐκλέγομαι
G1587,ekleipo,ἐκλείπω
G1588,eklektos,ἐκλεκτός
G1589,ekloge,ἐκλογή
G1590,ekluo,ἐκλύω
G1591,ekmasso,ἐκμάσσω
G1592,ekmukterizo,ἐκμυκτερίζω
G1593,ekneuo,ἐκνεύω
G1594,eknepho,ἐκνήφω
G1595,hekousion,ἑκούσιον
G1596,hekousios,ἑκουσίως
G1597,ekpalai,ἔκπαλαι
G1598,ekpeirazo,ἐκπειράζω
G1599,ekpempo,ἐκπέμπω
G1599a,ekperissos,ἐκπερισσῶς
G1600,ekpetannumi,ἐκπετάννυμι
G1600a,ekpedao,ἐκπηδάω
G1601,ekpipto,ἐκπίπτω
G1602,ekpleo,ἐκπλέω
G1603,ekpleroo,ἐκπληρόω
G1604,ekplerosis,ἐκπλήρωσις
G1605,ekplesso,ἐκπλήσσω
G1606,ekpneo,ἐκπνέω
G1607,ekporeuomai,ἐκπορεύομαι
G1608,ekporneuo,ἐκπορνεύω
G1609,ekptuo,ἐκπτύω
G1610,ekrizoo,ἐκριζόω
G1611,ekstasis,ἔκστασις
G1612,ekstrepho,ἐκστρέφω
G1613,ektarasso,ἐκταράσσω
G1614,ekteino,ἐκτείνω
G1615,ekteleo,ἐκτελέω
G1616,ekteneia,ἐκτένεια
G1618,ektenes,ἐκτενής
G1619,ektenos,ἐκτενῶς
G1620,ektithemi,ἐκτίθημι
G1621,ektinasso,ἐκτινάσσω
G1622,ektos,ἐκτός
G1623,hektos,ἕκτος
G1624,ektrepo,ἐκτρέπω
G1625,ektrepho,ἐκτρέφω
G1626,ektroma,ἔκτρωμα
G1627,ekphero,ἐκφέρω
G1628,ekpheugo,ἐκφεύγω
G1629,ekphobeo,ἐκφοβέω
G1630,ekphobos,ἔκφοβος
G1631,ekphuo,ἐκφύω
G1632,"ekcheo, ekchunno","ἐκχέω, ἐκχύννω"
G1633,ekchoreo,ἐκχωρέω
G1634,ekpsucho,ἐκψύχω
G1635,hekon,ἑκών
G1636,elaia,ἐλαία
G1637,elaion,ἔλαιον
G1638,elaion,ἐλαιών
G1639,Elamites,Ἐλαμίτης
G1640,"elasson, elatton","ἐλάσσων, ἐλάττων"
G1641,elattoneo,ἐλαττονέω
G1642,elattoo,ἐλαττόω
G1643,elauno,ἐλαύνω
G1644,elaphria,ἐλαφρία
G1645,elaphros,ἐλαφρός
G1646,elachistos,ἐλάχιστος
G1648,Eleazar,Ἐλεάζαρ
G1648a,eleao,ἐλεάω
G1648b,elegmos,ἐλεγμός
G1649,elegxis,ἔλεγξις
G1650,elegchos,ἔλεγχος
G1651,elegcho,ἐλέγχω
G1652,eleeinos,ἐλεεινός
G1653,eleeo,ἐλεέω
G1654,eleemosune,ἐλεημοσύνη
G1655,eleemon,ἐλεήμων
G1656,eleos,ἔλεος
G1657,eleutheria,ἐλευθερία
G1658,eleutheros,ἐλεύθερος
G1659,eleutheroo,ἐλευθερόω
G1660,eleusis,ἔλευσις
G1661,elephantinos,ἐλεφάντινος
G1662,Eliakim,Ἐλιακίμ
G1663,Eliezer,Ἐλιέζερ
G1664,Elioud,Ἐλιούδ
G1665,Elisabet,Ἐλισάβετ
G1666,"Elisaios, Elissaios","Ἐλισαῖος, Ἐλισσαῖος"
G1667,helisso,ἑλίσσω
G1668,helkos,ἕλκος
G1669,helkoo,ἑλκόω
G1670,helkuo,ἑλκύω
G1671,Hellas,Ἑλλάς
G1672,Hellen,Ἕλλην
G1673,Hellenikos,Ἑλληνικός
G1674,Hellenis,Ἑλληνίς
G1675,Hellenistes,Ἑλληνιστής
G1676,Hellenisti,Ἑλληνιστί
G1677,ellogeo,ἐλλογέω
G1678,Elmodam,Ἐλμωδάμ
G1679,elpizo,ἐλπίζω
G1680,elpis,ἐλπίς
G1681,Elumas,Ἐλύμας
G1682a,eloi,ἐλωΐ
G1683,"emautou, emauto, emauton","ἐμαυτοῦ, ἐμαυτῶ́, ἐμαυτόν"
G1684,embaino,ἐμβαίνω
G1685,emballo,ἐμβάλλω
G1686,embapto,ἐμβάπτω
G1687,embateuo,ἐμβατεύω
G1688,embibazo,ἐμβιβάζω
G1689,emblepo,ἐμβλέπω
G1690,embrimaomai,ἐμβριμάομαι
G1691,eme,ἐμέ
G1692,emeo,ἐμέω
G1693,emmainomai,ἐμμαίνομαι
G1694,Emmanouel,Ἐμμανουήλ
G1695,Emmaous,Ἐμμαούς
G1696,emmeno,ἐμμένω
G1697,"Hemmor, Hemmor","Ἑμμώρ, Ἑμμόρ"
G1698,emoi,ἐμοί
G1699,emos,ἐμός
G1700,emou,ἐμοῦ
G1700a,empaigmone,ἐμπαιγμονή
G1701,empaigmos,ἐμπαιγμός
G1702,empaizo,ἐμπαίζω
G1703,empaiktes,ἐμπαίκτης
G1704,emperipateo,ἐμπεριπατέω
G1705,"empiplemi, empletho","ἐμπίπλημι, ἐμπλήθω"
G1706,empipto,ἐμπίπτω
G1707,empleko,ἐμπλέκω
G1708,emploke,ἐμπλοκή
G1709,empneo,ἐμπνέω
G1710,emporeuomai,ἐμπορεύομαι
G1711,emporia,ἐμπορία
G1712,emporion,ἐμπόριον
G1713,emporos,ἔμπορος
G1714,empretho,ἐμπρήθω
G1715,emprosthen,ἔμπροσθεν
G1716,emptuo,ἐμπτύω
G1717,emphanes,ἐμφανής
G1718,emphanizo,ἐμφανίζω
G1719,emphobos,ἔμφοβος
G1720,emphusao,ἐμφυσάω
G1721,emphutos,ἔμφυτος
G1722,en,ἐν
G1723,enagkalizomai,ἐναγκαλίζομαι
G1724,enalios,ἐνάλιος
G1725,enanti,ἔναντι
G1726,enantion,ἐναντίον
G1727,enantios,ἐναντίος
G1728,enarchomai,ἐνάρχομαι
G1729,endees,ἐνδεής
G1730,endeigma,ἔνδειγμα
G1731,endeiknumi,ἐνδείκνυμι
G1732,endeixis,ἔνδειξις
G1733,hendeka,ἕνδεκα
G1734,hendekatos,ἑνδέκατος
G1735,endechetai,ἐνδέχεται
G1736,endemeo,ἐνδημέω
G1737,endidusko,ἐνδιδύσκω
G1738,endikos,ἔνδικος
G1739,endomesis,ἐνδόμησις
G1740,endoxazo,ἐνδοξάζω
G1741,endoxos,ἔνδοξος
G1742,enduma,ἔνδυμα
G1743,endunamoo,ἐνδυναμόω
G1744,enduno,ἐνδύνω
G1745,endusis,ἔνδυσις
G1746,enduo,ἐνδύω
G1747,enedra,ἐνέδρα
G1748,enedreuo,ἐνεδρεύω
G1749,enedron,ἔνεδρον
G1750,eneileo,ἐνειλέω
G1751,eneimi,ἔνειμι
G1752,"heneka, heneken, heineken","ἕνεκα, ἕνεκεν, ἕινεκεν"
G1753,energeia,ἐνέργεια
G1754,energeo,ἐνεργέω
G1755,energema,ἐνέργημα
G1756,energes,ἐνεργής
G1757,eneulogeo,ἐνευλογέω
G1758,enecho,ἐνέχω
G1759,enthade,ἐνθάδε
G1759a,enthen,ἔνθεν
G1760,enthumeomai,ἐνθυμέομαι
G1761,enthumesis,ἐνθύμησις
G1762,eni,ἔνι
G1763,eniautos,ἐνιαυτός
G1764,enistemi,ἐνίστημι
G1765,enischuo,ἐνισχύω
G1766,"enatos, ennatos","ἔνατος, ἔννατος"
G1767,ennea,ἐννέα
G1768,"enenekonta ennea, ennenekontaennea","ἐνενήκοντα ἐννέα, ἐννενηκονταεννέα"
G1769,"eneos, enneos","ἐνεός, ἐννεός"
G1770,enneuo,ἐννεύω
G1771,ennoia,ἔννοια
G1772,ennomos,ἔννομος
G1773,ennuchon,ἔννυχον
G1774,enoikeo,ἐνοικέω
G1774a,enorkizo,ἐνορκίζω
G1775,henotes,ἑνότης
G1776,enochleo,ἐνοχλέω
G1777,enochos,ἔνοχος
G1778,entalma,ἔνταλμα
G1779,entaphiazo,ἐνταφιάζω
G1780,entaphiasmos,ἐνταφιασμός
G1781,entellomai,ἐντέλλομαι
G1782,enteuthen,ἐντεύθεν
G1783,enteuxis,ἔντευξις
G1784,entimos,ἔντιμος
G1785,entole,ἐντολή
G1786,entopios,ἐντόπιος
G1787,entos,ἐντός
G1788,entrepo,ἐντρέπω
G1789,entrepho,ἐντρέφω
G1790,entromos,ἔντρομος
G1791,entrope,ἐντροπή
G1792,entruphao,ἐντρυφάω
G1793,entugchano,ἐντυγχάνω
G1794,entulisso,ἐντυλίσσω
G1795,entupoo,ἐντυπόω
G1796,enubrizo,ἐνυβρίζω
G1797,enupniazomai,ἐνυπνιάζομαι
G1798,enupnion,ἐνύπνιον
G1799,enopion,ἐνώπιον
G1800,Enos,Ἐνώς
G1801,enotizomai,ἐνωτίζομαι
G1802,Enoch,Ἐνώχ
G1803,hex,ἕξ
G1804,exaggello,ἐξαγγέλλω
G1805,exagorazo,ἐξαγοράζω
G1806,exago,ἐξάγω
G1807,exaireo,ἐξαιρέω
G1808,exairo,ἐξαίρω
G1809,exaiteomai,ἐξαιτέομαι
G1810,exaiphnes,ἐξαίφνης
G1811,exakoloutheo,ἐξακολουθέω
G1812,hexakosioi,ἑξακόσιοι
G1813,exaleipho,ἐξαλείφω
G1814,exallomai,ἐξάλλομαι
G1815,exanastasis,ἐξανάστασις
G1816,exanatello,ἐξανατέλλω
G1817,exanistemi,ἐξανίστημι
G1818,exapatao,ἐξαπατάω
G1819,exapina,ἐξάπινα
G1820,exaporeomai,ἐξαπορέομαι
G1821,exapostello,ἐξαποστέλλω
G1822,exartizo,ἐξαρτίζω
G1823,exastrapto,ἐξαστράπτω
G1824,exautes,ἐξαύτης
G1825,exegeiro,ἐξεγείρω
G1826,exeimi,ἔξειμι
G1828,exelko,ἐξέλκω
G1829,exerama,ἐξέραμα
G1829a,exeraunao,ἐξεραυνάω
G1831,exerchomai,ἐξέρχομαι
G1832,"exestin, exon","ἔξεστιν, ἐξόν"
G1833,exetazo,ἐξετάζω
G1834,exegeomai,ἐξηγέομαι
G1835,hexekonta,ἑξήκοντα
G1836,hexes,ἑξῆς
G1837,execheomai,ἐξηχέομαι
G1838,hexis,ἕξις
G1839,existemi,ἐξίστημι
G1840,exischuo,ἐξισχύω
G1841,exodos,ἔξοδος
G1842,exolothreuo,ἐξολοθρεύω
G1843,exomologeo,ἐξομολογέω
G1844,exorkizo,ἐξορκίζω
G1845,exorkistes,ἐξορκιστής
G1846,exorusso,ἐξορύσσω
G1847,exoudenoo,ἐξουδενόω
G1848,exoutheneo,ἐξουθενέω
G1849,exousia,ἐξουσία
G1850,exousiazo,ἐξουσιάζω
G1851,exoche,ἐξοχή
G1852,exupnizo,ἐξυπνίζω
G1853,exupnos,ἔξυπνος
G1854,exo,ἔξω
G1855,exothen,ἔξωθεν
G1856,"exotheo, exotho","ἐξωθέω, ἐξώθω"
G1857,exoteros,ἐξώτερος
G1858,heortazo,ἑορτάζω
G1859,heorte,ἑορτή
G1860,epaggelia,ἐπαγγελία
G1861,epaggello,ἐπαγγέλλω
G1862,epaggelma,ἐπάγγελμα
G1863,epago,ἐπάγω
G1864,epagonizomai,ἐπαγωνίζομαι
G1865,epathroizo,ἐπαθροίζω
G1866,Epainetos,Ἐπαίνετος
G1867,epaineo,ἐπαινέω
G1868,epainos,ἔπαινος
G1869,epairo,ἐπαίρω
G1870,epaischunomai,ἐπαισχύνομαι
G1871,epaiteo,ἐπαιτέω
G1872,epakoloutheo,ἐπακολουθέω
G1873,epakouo,ἐπακούω
G1874,epakroaomai,ἐπακροάομαι
G1875,epan,ἐπάν
G1876,epanagkes,ἐπάναγκες
G1877,epanago,ἐπανάγω
G1878,epanamimnesko,ἐπαναμιμνήσκω
G1879,epanapauomai,ἐπαναπαύομαι
G1880,epanerchomai,ἐπανέρχομαι
G1881,epanistamai,ἐπανίσταμαι
G1882,epanorthosis,ἐπανόρθωσις
G1883,epano,ἐπάνω
G1883a,eparatos,ἐπάρατος
G1884,eparkeo,ἐπαρκέω
G1885,eparcheia,ἐπαρχεία
G1886,epaulis,ἔπαυλις
G1887,epaurion,ἐπαύριον
G1889,Epaphras,Ἐπαφρᾶς
G1890,epaphrizo,ἐπαφρίζω
G1891,Epaphroditos,Ἐπαφρόδιτος
G1892,epegeiro,ἐπεγείρω
G1893,epei,ἐπεί
G1894,epeide,ἐπειδή
G1895,epeideper,ἐπειδήπερ
G1896,epeidon,ἐπεῖδον
G1898,epeisagoge,ἐπεισαγωγή
G1898a,epeiserchomai,ἐπεισέρχομαι
G1899,epeita,ἔπειτα
G1900,epekeina,ἐπέκεινα
G1901,epekteinomai,ἐπεκτείνομαι
G1902,ependuomai,ἐπενδύομαι
G1903,ependutes,ἐπενδύτης
G1904,eperchomai,ἐπέρχομαι
G1905,eperotao,ἐπερωτάω
G1906,eperotema,ἐπερώτημα
G1907,epecho,ἐπέχω
G1908,epereazo,ἐπηρεάζω
G1909,epi,ἐπί
G1910,epibaino,ἐπιβαίνω
G1911,epiballo,ἐπιβάλλω
G1912,epibareo,ἐπιβαρέω
G1913,epibibazo,ἐπιβιβάζω
G1914,epiblepo,ἐπιβλέπω
G1915,epiblema,ἐπίβλημα
G1917,epiboule,ἐπιβουλή
G1918,epigambreuo,ἐπιγαμβρεύω
G1919,epigeios,ἐπίγειος
G1920,epiginomai,ἐπιγίνομαι
G1921,epiginosko,ἐπιγινώσκω
G1922,epignosis,ἐπίγνωσις
G1923,epigraphe,ἐπιγραφή
G1924,epigrapho,ἐπιγράφω
G1925,epideiknumi,ἐπιδείκνυμι
G1926,epidechomai,ἐπιδέχομαι
G1927,epidemeo,ἐπιδημέω
G1928,epidiatassomai,ἐπιδιατάσσομαι
G1929,epididomi,ἐπιδίδωμι
G1930,epidiorthoo,ἐπιδιορθόω
G1931,epiduo,ἐπιδύω
G1932,epieikeia,ἐπιείκεια
G1933,epieikes,ἐπιεικής
G1934,epizeteo,ἐπιζητέω
G1935,epithanatios,ἐπιθανάτιος
G1936,epithesis,ἐπίθεσις
G1937,epithumeo,ἐπιθυμέω
G1938,epithumetes,ἐπιθυμητής
G1939,epithumia,ἐπιθυμία
G1940,epikathizo,ἐπικαθίζω
G1941,epikaleo,ἐπικαλέω
G1942,epikaluma,ἐπικάλυμα
G1943,epikalupto,ἐπικαλύπτω
G1944,epikataratos,ἐπικατάρατος
G1945,epikeimai,ἐπίκειμαι
G1946,Epikoureios,Ἐπικούρειος
G1947,epikouria,ἐπικουρία
G1948,epikrino,ἐπικρίνω
G1949,epilambanomai,ἐπιλαμβάνομαι
G1950,epilanthanomai,ἐπιλανθάνομαι
G1951,epilegomai,ἐπιλέγομαι
G1952,epileipo,ἐπιλείπω
G1952a,epileicho,ἐπιλείχω
G1953,epilesmone,ἐπιλησμονή
G1954,epiloipos,ἐπίλοιπος
G1955,epilusis,ἐπίλυσις
G1956,epiluo,ἐπιλύω
G1957,epimartureo,ἐπιμαρτυρέω
G1958,epimeleia,ἐπιμέλεια
G1959,epimeleomai,ἐπιμελέομαι
G1960,epimelos,ἐπιμελῶς
G1961,epimeno,ἐπιμένω
G1962,epineuo,ἐπινεύω
G1963,epinoia,ἐπίνοια
G1964,epiorkeo,ἐπιορκέω
G1965,epiorkos,ἐπίορκος
G1966,epiousa,ἐπιοῦσα
G1967,epiousios,ἐπιούσιος
G1968,epipipto,ἐπιπίπτω
G1969,epiplesso,ἐπιπλήσσω
G1970,epipnigo,ἐπιπνίγω
G1971,epipotheo,ἐπιποθέω
G1972,epipothesis,ἐπιπόθησις
G1973,epipothetos,ἐπιπόθητος
G1974,epipothia,ἐπιποθία
G1975,epiporeuomai,ἐπιπορεύομαι
G1976,epirrhapto,ἐπιῤῥάπτω
G1977,"epiripto, epirripto","ἐπιρίπτω, ἐπιρρίπτω"
G1978,episemos,ἐπίσημος
G1979,episitismos,ἐπισιτισμός
G1980,episkeptomai,ἐπισκέπτομαι
G1980a,episkeuazomai,ἐπισκευάζομαι
G1981,episkenoo,ἐπισκηνόω
G1982,episkiazo,ἐπισκιάζω
G1983,episkopeo,ἐπισκοπέω
G1984,episkope,ἐπισκοπή
G1985,episkopos,ἐπίσκοπος
G1986,epispao,ἐπισπάω
G1986a,epispeiro,ἐπισπείρω
G1987,epistamai,ἐπίσταμαι
G1987a,epistasis,ἐπίστασις
G1988,epistates,ἐπιστάτης
G1989,epistello,ἐπιστέλλω
G1990,epistemon,ἐπιστήμων
G1991,episterizo,ἐπιστηρίζω
G1992,epistole,ἐπιστολή
G1993,epistomizo,ἐπιστομίζω
G1994,epistrepho,ἐπιστρέφω
G1995,epistrophe,ἐπιστροφή
G1996,episunago,ἐπισυνάγω
G1997,episunagoge,ἐπισυναγωγή
G1998,episuntrecho,ἐπισυντρέχω
G2000,episphales,ἐπισφαλής
G2001,epischuo,ἐπισχύω
G2002,episoreuo,ἐπισωρεύω
G2003,epitage,ἐπιταγή
G2004,epitasso,ἐπιτάσσω
G2005,epiteleo,ἐπιτελέω
G2006,epitedeios,ἐπιτήδειος
G2007,epitithemi,ἐπιτίθημι
G2008,epitimao,ἐπιτιμάω
G2009,epitimia,ἐπιτιμία
G2010,epitrepo,ἐπιτρέπω
G2011,epitrope,ἐπιτροπή
G2012,epitropos,ἐπίτροπος
G2013,epitugchano,ἐπιτυγχάνω
G2014,epiphaino,ἐπιφαίνω
G2015,epiphaneia,ἐπιφάνεια
G2016,epiphanes,ἐπιφανής
G2017,epiphauo,ἐπιφαύω
G2018,epiphero,ἐπιφέρω
G2019,epiphoneo,ἐπιφωνέω
G2020,epiphosko,ἐπιφώσκω
G2021,epicheireo,ἐπιχειρέω
G2022,epicheo,ἐπιχέω
G2023,epichoregeo,ἐπιχορηγέω
G2024,epichoregia,ἐπιχορηγία
G2025,epichrio,ἐπιχρίω
G2026,epoikodomeo,ἐποικοδομέω
G2027,epokello,ἐποκέλλω
G2028,eponomazo,ἐπονομάζω
G2029,epopteuo,ἐποπτεύω
G2030,epoptes,ἐπόπτης
G2031,epos,ἔπος
G2032,epouranios,ἐπουράνιος
G2033,hepta,ἑπτά
G2034,heptakis,ἑπτακίς
G2035,heptakischilioi,ἑπτακισχίλιοι
G2036,eipon,εἶπον
G2037,Erastos,Ἔραστος
G2037a,eraunao,ἐραυνάω
G2038,ergazomai,ἐργάζομαι
G2039,ergasia,ἐργασία
G2040,ergates,ἐργάτης
G2041,ergon,ἔργον
G2042,erethizo,ἐρεθίζω
G2043,ereido,ἐρείδω
G2044,ereugomai,ἐρεύγομαι
G2047,eremia,ἐρημία
G2048,eremos,ἔρημος
G2049,eremoo,ἐρημόω
G2050,eremosis,ἐρήμωσις
G2051,erizo,ἐρίζω
G2052,eritheia,ἐριθεία
